Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h),Wind Speed 10 m Avg. (km/h),Wind Dir. 10 m Avg. (°),Precip. Long Term (mm),Air Temp. Avg. Long Term (°C),Air Temp. Avg. Min. Long Term (°C),Air Temp. Avg. Max. Long Term (°C),Growing Degree Days Long Term (base 5°C) (GDD),Corn Heat Units Long Term (CHU),Frost Probability 0°C (%),ET. Std-Grass (mm),Growing Degree Days (base 5°C) (GDD),Corn Heat Units (CHU),Potato Heat Units (PHU)
Lathom AGCM,2005-11-25,,,,,,,,,,279.3,-6.4,-11.6,-1.1,1652.1,2511.9,100,,,,
Lathom AGCM,2005-11-26,,,,,,,,,,279.8,-7,-12.2,-1.8,1652.1,2512.2,100,,,,
Lathom AGCM,2005-11-27,,,,,,,,,,280.3,-7.2,-13.5,-0.9,1652.1,2512.3,100,,,,
Lathom AGCM,2005-11-28,,,,,,,,,,280.8,-6.5,-12.2,-0.8,1652.1,2512.5,100,,,,
Lathom AGCM,2005-11-29,,,,,,,,,,281.8,-6.3,-12,-0.7,1652.1,2512.6,100,,,,
Lathom AGCM,2005-11-30,,,,,,,,,,282.3,-6.4,-12.1,-0.8,1652.1,2513,100,,,,
Lathom AGCM,2005-12-01,,,,,,,,,,282.7,-7.4,-12.9,-1.9,1652.1,2513.3,100,,,,
Lathom AGCM,2005-12-02,,,,,,,,,,283.2,-8,-13.7,-2.3,1652.1,2513.4,100,,,,
Lathom AGCM,2005-12-03,,,,,,,,,,283.5,-7.8,-14,-1.7,1652.1,2513.5,100,,,,
Lathom AGCM,2005-12-04,,,,,,,,,,283.8,-8,-13.8,-2.1,1652.1,2513.8,100,,,,
Lathom AGCM,2005-12-05,,,,,,,,,,284.2,-7.6,-13.4,-1.8,1652.1,2514,100,,,,
Lathom AGCM,2005-12-06,,,,,,,,,,284.5,-8.4,-14,-2.9,1652.1,2514.1,100,,,,
Lathom AGCM,2005-12-07,,,,,,,,,,284.8,-9.4,-14.9,-3.8,1652.1,2514.1,100,,,,
Lathom AGCM,2005-12-08,,,,,,,,,,284.9,-8.9,-14.8,-3,1652.1,2514.1,100,,,,
Lathom AGCM,2005-12-09,,,,,,,,,,285.4,-8.5,-14.1,-2.8,1652.1,2514.1,100,,,,
Lathom AGCM,2005-12-10,,,,,,,,,,286.4,-8,-14.2,-1.8,1652.1,2514.2,100,,,,
Lathom AGCM,2005-12-11,,,,,,,,,,286.7,-8.3,-14.7,-2,1652.1,2514.2,100,,,,
Lathom AGCM,2005-12-12,,,,,,,,,,287.3,-8.3,-14,-2.6,1652.1,2514.2,100,,,,
Lathom AGCM,2005-12-13,,,,,,,,,,287.7,-8.9,-14.8,-3,1652.1,2514.4,100,,,,
Lathom AGCM,2005-12-14,,,,,,,,,,288.2,-8.5,-14.2,-2.8,1652.1,2514.6,100,,,,
Lathom AGCM,2005-12-15,,,,,,,,,,288.5,-8.6,-15,-2.3,1652.1,2514.9,100,,,,
Lathom AGCM,2005-12-16,,,,,,,,,,289.1,-7.8,-13.8,-1.7,1652.1,2515.1,100,,,,
Lathom AGCM,2005-12-17,,,,,,,,,,289.7,-8.3,-13.9,-2.7,1652.1,2515.2,100,,,,
Lathom AGCM,2005-12-18,,,,,,,,,,290.4,-9.7,-15.2,-4.2,1652.1,2515.2,100,,,,
Lathom AGCM,2005-12-19,,,,,,,,,,290.7,-9.7,-15.1,-4.3,1652.1,2515.4,100,,,,
Lathom AGCM,2005-12-20,,,,,,,,,,291.2,-9.9,-15.4,-4.5,1652.1,2515.4,100,,,,
Lathom AGCM,2005-12-21,,,,,,,,,,291.8,-10.3,-15.5,-5.1,1652.1,2515.4,100,,,,
Lathom AGCM,2005-12-22,,,,,,,,,,292.9,-11.1,-16.8,-5.4,1652.1,2515.5,100,,,,
Lathom AGCM,2005-12-23,,,,,,,,,,293.1,-10.4,-16.3,-4.6,1652.1,2515.6,100,,,,
Lathom AGCM,2005-12-24,,,,,,,,,,293.2,-9.4,-15.9,-2.9,1652.1,2515.8,100,,,,
Lathom AGCM,2005-12-25,,,,,,,,,,293.5,-8.2,-14.3,-2.1,1652.1,2515.9,100,,,,
Lathom AGCM,2005-12-26,,,,,,,,,,294,-8.9,-14.6,-3.2,1652.1,2515.9,100,,,,
Lathom AGCM,2005-12-27,,,,,,,,,,295,-10,-15.1,-4.9,1652.1,2516.1,100,,,,
Lathom AGCM,2005-12-28,,,,,,,,,,295.6,-11.6,-16.7,-6.6,1652.1,2516.2,100,,,,
Lathom AGCM,2005-12-29,,,,,,,,,,296.3,-11.9,-17.4,-6.3,1652.1,2516.3,100,,,,
Lathom AGCM,2005-12-30,,,,,,,,,,296.9,-12.1,-17.6,-6.7,1652.1,2516.3,100,,,,
Lathom AGCM,2005-12-31,,,,,,,,,,297.3,-11.8,-17.8,-5.8,1652.1,2516.4,100,,,,
Lathom AGCM,2006-01-01,,,,,,,,,,297.6,-11,-17.5,-4.6,0.9,0,100,,,,
Lathom AGCM,2006-01-02,,,,,,,,,,297.9,-8.3,-14,-2.6,0.9,0,100,,,,
Lathom AGCM,2006-01-03,,,,,,,,,,298.5,-11.3,-16.7,-6,0.9,0,100,,,,
Lathom AGCM,2006-01-04,,,,,,,,,,299.2,-12.2,-17.8,-6.5,0.9,0,100,,,,
Lathom AGCM,2006-01-05,,,,,,,,,,300.3,-12.1,-17.8,-6.4,0.9,0,100,,,,
Lathom AGCM,2006-01-06,,,,,,,,,,300.7,-11.8,-17.6,-6,0.9,0,100,,,,
Lathom AGCM,2006-01-07,,,,,,,,,,301.3,-12.1,-17.4,-6.7,0.9,0,100,,,,
Lathom AGCM,2006-01-08,,,,,,,,,,302.4,-13.1,-18,-8.1,0.9,0,100,,,,
Lathom AGCM,2006-01-09,,,,,,,,,,303.1,-13.5,-18.9,-8,0.9,0,100,,,,
Lathom AGCM,2006-01-10,,,,,,,,,,303.7,-13.4,-19,-7.8,0.9,0,100,,,,
Lathom AGCM,2006-01-11,,,,,,,,,,304.1,-12.5,-18.6,-6.4,0.9,0,100,,,,
Lathom AGCM,2006-01-12,,,,,,,,,,304.5,-11.3,-17.6,-5.1,0.9,0,100,,,,
Lathom AGCM,2006-01-13,,,,,,,,,,305,-10.6,-16.2,-4.9,0.9,0,100,,,,
Lathom AGCM,2006-01-14,,,,,,,,,,305.6,-11.1,-16.8,-5.4,0.9,0,100,,,,
Lathom AGCM,2006-01-15,,,,,,,,,,305.9,-10.2,-16.1,-4.3,0.9,0,100,,,,
Lathom AGCM,2006-01-16,,,,,,,,,,306.3,-10,-15.9,-4.2,0.9,0,100,,,,
Lathom AGCM,2006-01-17,,,,,,,,,,306.7,-9.5,-15.6,-3.5,0.9,0,100,,,,
Lathom AGCM,2006-01-18,,,,,,,,,,307.2,-9.4,-15.6,-3.1,0.9,0,100,,,,
Lathom AGCM,2006-01-19,,,,,,,,,,307.4,-9.1,-15.2,-3,0.9,0,100,,,,
Lathom AGCM,2006-01-20,,,,,,,,,,307.6,-8.8,-14.6,-3.1,0.9,0,100,,,,
Lathom AGCM,2006-01-21,,,,,,,,,,308.1,-9.1,-14.8,-3.5,0.9,0,100,,,,
Lathom AGCM,2006-01-22,,,,,,,,,,308.3,-10,-15.8,-4.2,0.9,0,100,,,,
Lathom AGCM,2006-01-23,,,,,,,,,,308.6,-9.7,-15.1,-4.3,0.9,0,100,,,,
Lathom AGCM,2006-01-24,,,,,,,,,,309.2,-10.3,-15.7,-4.9,0.9,0,100,,,,
Lathom AGCM,2006-01-25,,,,,,,,,,309.7,-11.1,-16.6,-5.6,0.9,0,100,,,,
Lathom AGCM,2006-01-26,,,,,,,,,,310.2,-11.5,-17.5,-5.6,0.9,0,100,,,,
Lathom AGCM,2006-01-27,,,,,,,,,,310.7,-11.4,-17.8,-5.1,0.9,0,100,,,,
Lathom AGCM,2006-01-28,,,,,,,,,,311.1,-11.7,-17.6,-5.7,0.9,0,100,,,,
Lathom AGCM,2006-01-29,,,,,,,,,,311.7,-11.5,-17.2,-5.7,0.9,0,100,,,,
Lathom AGCM,2006-01-30,,,,,,,,,,312.3,-10.3,-16.1,-4.5,0.9,0,100,,,,
Lathom AGCM,2006-01-31,,,,,,,,,,312.6,-10.3,-16,-4.6,0.9,0,100,,,,
Lathom AGCM,2006-02-01,,,,,,,,,,312.8,-10.7,-16.5,-4.8,0.9,0,100,,,,
Lathom AGCM,2006-02-02,,,,,,,,,,313.2,-9.3,-16,-2.7,0.9,0,100,,,,
Lathom AGCM,2006-02-03,,,,,,,,,,313.5,-7.3,-13.4,-1.2,0.9,0,100,,,,
Lathom AGCM,2006-02-04,,,,,,,,,,313.8,-7.9,-14.5,-1.3,0.9,0,100,,,,
Lathom AGCM,2006-02-05,,,,,,,,,,314.1,-7.9,-14.1,-1.7,0.9,0,100,,,,
Lathom AGCM,2006-02-06,,,,,,,,,,314.2,-7.7,-13.5,-1.8,0.9,0,100,,,,
Lathom AGCM,2006-02-07,,,,,,,,,,314.5,-7.5,-13.4,-1.6,0.9,0,100,,,,
Lathom AGCM,2006-02-08,,,,,,,,,,314.9,-7.9,-13.6,-2.2,0.9,0,100,,,,
Lathom AGCM,2006-02-09,,,,,,,,,,315.4,-8.4,-13.6,-3.1,0.9,0,100,,,,
Lathom AGCM,2006-02-10,,,,,,,,,,315.7,-8.2,-14.3,-2.2,0.9,0,100,,,,
Lathom AGCM,2006-02-11,,,,,,,,,,315.9,-7.7,-14.2,-1.3,0.9,0,100,,,,
Lathom AGCM,2006-02-12,,,,,,,,,,316.3,-7.4,-13.2,-1.6,0.9,0,100,,,,
Lathom AGCM,2006-02-13,,,,,,,,,,316.8,-7.8,-12.5,-3,0.9,0,100,,,,
Lathom AGCM,2006-02-14,,,,,,,,,,317.2,-9.1,-14.6,-3.6,0.9,0,100,,,,
Lathom AGCM,2006-02-15,,,,,,,,,,317.6,-8.3,-14.5,-2.1,0.9,0,100,,,,
Lathom AGCM,2006-02-16,,,,,,,,,,317.9,-8.5,-14.1,-2.9,0.9,0,100,,,,
Lathom AGCM,2006-02-17,,,,,,,,,,318.1,-8.1,-14.2,-2.1,0.9,0,100,,,,
Lathom AGCM,2006-02-18,,,,,,,,,,318.3,-6.9,-13.8,-0.1,0.9,0,100,,,,
Lathom AGCM,2006-02-19,,,,,,,,,,318.8,-6.5,-12.5,-0.6,0.9,0,100,,,,
Lathom AGCM,2006-02-20,,,,,,,,,,319.3,-5.9,-12,0.3,0.9,0,100,,,,
Lathom AGCM,2006-02-21,,,,,,,,,,319.9,-5.5,-11.8,0.7,0.9,0,100,,,,
Lathom AGCM,2006-02-22,,,,,,,,,,320.5,-6.5,-12.2,-0.8,0.9,0,100,,,,
Lathom AGCM,2006-02-23,,,,,,,,,,320.9,-6.6,-12.6,-0.5,0.9,0,100,,,,
Lathom AGCM,2006-02-24,,,,,,,,,,321.7,-6,-12.4,0.3,0.9,0,100,,,,
Lathom AGCM,2006-02-25,,,,,,,,,,322,-5.8,-11.8,0.2,0.9,0,100,,,,
Lathom AGCM,2006-02-26,,,,,,,,,,322.3,-6.3,-12.3,-0.3,0.9,0,100,,,,
Lathom AGCM,2006-02-27,,,,,,,,,,322.9,-6.5,-12.4,-0.6,0.9,0,100,,,,
Lathom AGCM,2006-02-28,,,,,,,,,,323.2,-6.6,-12.7,-0.5,0.9,0,100,,,,
Lathom AGCM,2006-03-01,,,,,,,,,,324.2,-6.8,-12.2,-1.4,0.9,0,100,,,,
Lathom AGCM,2006-03-02,,,,,,,,,,324.8,-6.4,-12.5,-0.4,0.9,0,100,,,,
Lathom AGCM,2006-03-03,,,,,,,,,,325.2,-6.6,-12.7,-0.4,0.9,0,100,,,,
Lathom AGCM,2006-03-04,,,,,,,,,,325.6,-2.7,-8.8,3.4,0.9,0,100,,,,
Lathom AGCM,2006-03-05,,,,,,,,,,325.9,-5.7,-12.5,1.1,0.9,0,100,,,,
Lathom AGCM,2006-03-06,,,,,,,,,,326.2,-5.8,-11.8,0.3,0.9,0,100,,,,
Lathom AGCM,2006-03-07,,,,,,,,,,326.4,-4.9,-11.5,1.7,0.9,0,100,,,,
Lathom AGCM,2006-03-08,,,,,,,,,,326.8,-4.2,-10.7,2.3,0.9,0,100,,,,
Lathom AGCM,2006-03-09,,,,,,,,,,327.4,-3.3,-9.5,3,0.9,0,100,,,,
Lathom AGCM,2006-03-10,,,,,,,,,,327.7,-2.9,-8.8,2.9,0.9,0,100,,,,
Lathom AGCM,2006-03-11,,,,,,,,,,328.8,-2.8,-8.6,3.1,0.9,0,100,,,,
Lathom AGCM,2006-03-12,,,,,,,,,,329.6,-2.4,-8.7,3.9,0.9,0,100,,,,
Lathom AGCM,2006-03-13,,,,,,,,,,330.3,-2.3,-8.4,3.7,0.9,0,100,,,,
Lathom AGCM,2006-03-14,,,,,,,,,,330.9,-2.2,-8.3,3.9,0.9,0,100,,,,
Lathom AGCM,2006-03-15,,,,,,,,,,331.3,-2,-8.2,4.1,1.1,0,100,,,,
Lathom AGCM,2006-03-16,,,,,,,,,,332.6,-1.8,-7.7,4.1,1.3,0,100,,,,
Lathom AGCM,2006-03-17,,,,,,,,,,333.1,-1.2,-7.3,4.9,1.5,0,100,,,,
Lathom AGCM,2006-03-18,,,,,,,,,,333.3,-1.2,-7.5,5.1,1.6,0,100,,,,
Lathom AGCM,2006-03-19,,,,,,,,,,333.7,-0.7,-6.5,5.1,1.8,0,100,,,,
Lathom AGCM,2006-03-20,,,,,,,,,,334.1,-0.5,-7.1,6,2.1,0,100,,,,
Lathom AGCM,2006-03-21,,,,,,,,,,334.8,-0.6,-6.5,5.2,2.4,0,100,,,,
Lathom AGCM,2006-03-22,,,,,,,,,,335.5,-1,-7,4.9,2.9,0,100,,,,
Lathom AGCM,2006-03-23,,,,,,,,,,335.9,-0.7,-6.5,5.2,3.4,0,100,,,,
Lathom AGCM,2006-03-24,,,,,,,,,,336.4,-0.8,-6.4,4.9,3.8,0,100,,,,
Lathom AGCM,2006-03-25,,,,,,,,,,337,-0.5,-6.6,5.7,4,0,100,,,,
Lathom AGCM,2006-03-26,,,,,,,,,,337.7,0.2,-5.7,6.1,4.2,0,100,,,,
Lathom AGCM,2006-03-27,,,,,,,,,,338.7,0.3,-5.8,6.4,4.6,0,100,,,,
Lathom AGCM,2006-03-28,,,,,,,,,,339.1,0.3,-6,6.6,5,0,100,,,,
Lathom AGCM,2006-03-29,,,,,,,,,,339.5,1.4,-5.5,8.2,5.4,0,100,,,,
Lathom AGCM,2006-03-30,,,,,,,,,,339.9,2.5,-4.3,9.2,6.4,0,100,,,,
Lathom AGCM,2006-03-31,,,,,,,,,,340.3,2,-4.6,8.6,7,0,100,,,,
Lathom AGCM,2006-04-01,,,,,,,,,,341,1.9,-4.4,8.3,8,0,100,,,,
Lathom AGCM,2006-04-02,,,,,,,,,,341.7,1.5,-4.8,7.8,8.6,0,100,,,,
Lathom AGCM,2006-04-03,,,,,,,,,,342.3,1.9,-4.8,8.6,9.2,0,100,,,,
Lathom AGCM,2006-04-04,,,,,,,,,,342.8,2.6,-4.5,9.7,10.2,0,100,,,,
Lathom AGCM,2006-04-05,,,,,,,,,,343.4,4.8,-2.4,11.9,11.9,0,100,,,,
Lathom AGCM,2006-04-06,,,,,,,,,,344.1,3.8,-2.9,10.6,13.4,0,100,,,,
Lathom AGCM,2006-04-07,,,,,,,,,,344.4,3.5,-3.4,10.3,14.3,0,100,,,,
Lathom AGCM,2006-04-08,,,,,,,,,,345.3,4,-3.3,11.3,15.5,0,100,,,,
Lathom AGCM,2006-04-09,,,,,,,,,,346.2,4.2,-2.8,11.2,16.8,0,100,,,,
Lathom AGCM,2006-04-10,,,,,,,,,,346.8,3.9,-3.1,10.8,18,0,100,,,,
Lathom AGCM,2006-04-11,,,,,,,,,,347.3,4,-3.1,11.2,19.2,0,100,,,,
Lathom AGCM,2006-04-12,,,,,,,,,,347.9,4.8,-3.1,12.6,20.7,0,100,,,,
Lathom AGCM,2006-04-13,,,,,,,,,,348.6,5.1,-2.1,12.4,22.7,0,100,,,,
Lathom AGCM,2006-04-14,,,,,,,,,,349.7,5.3,-1.6,12.2,24.7,0,100,,,,
Lathom AGCM,2006-04-15,,,,,,,,,,350.2,5.7,-1.1,12.4,26.7,0,100,,,,
Lathom AGCM,2006-04-16,,,,,,,,,,350.6,5.5,-2,12.9,28.7,0,100,,,,
Lathom AGCM,2006-04-17,,,,,,,,,,350.9,6,-1.7,13.6,31,0,100,,,,
Lathom AGCM,2006-04-18,,,,,,,,,,351.6,5.7,-1.6,13.1,33,0,100,,,,
Lathom AGCM,2006-04-19,,,,,,,,,,353.2,6.2,-0.8,13.2,35.3,0.4,100,,,,
Lathom AGCM,2006-04-20,,,,,,,,,,355,6.3,-0.9,13.5,38,0.8,100,,,,
Lathom AGCM,2006-04-21,,,,,,,,,,355.7,7.1,-0.9,15,41.2,1.2,100,,,,
Lathom AGCM,2006-04-22,,,,,,,,,,356.6,7.1,-0.6,14.8,44.2,1.7,100,,,,
Lathom AGCM,2006-04-23,,,,,,,,,,357.2,7.3,-0.2,14.8,47.5,2.2,100,,,,
Lathom AGCM,2006-04-24,,,,,,,,,,358.1,7.7,0.3,15,51,3.1,100,,,,
Lathom AGCM,2006-04-25,,,,,,,,,,359.4,7,0,13.9,53.9,3.7,100,,,,
Lathom AGCM,2006-04-26,,,,,,,,,,360.9,6.6,-0.7,14,56.5,4.3,100,,,,
Lathom AGCM,2006-04-27,,,,,,,,,,362.6,7.1,-0.4,14.5,59.8,5.2,100,,,,
Lathom AGCM,2006-04-28,,,,,,,,,,364.1,7.3,0.1,14.5,63.3,6.5,100,,,,
Lathom AGCM,2006-04-29,,,,,,,,,,365.1,7.4,0.2,14.6,66.7,8.1,98.2,,,,
Lathom AGCM,2006-04-30,,,,,,,,,,366,7.5,0.2,14.8,69.8,10,98.2,,,,
Lathom AGCM,2006-05-01,,,,,,,,,,366.2,8.4,0.5,16.2,73.5,11.9,96.5,,,,
Lathom AGCM,2006-05-02,,,,,,,,,,367.1,8.9,1.3,16.4,77.7,13.7,96.5,,,,
Lathom AGCM,2006-05-03,,,,,,,,,,368.9,8.5,0.9,16.1,81.7,15.8,96.5,,,,
Lathom AGCM,2006-05-04,,,,,,,,,,370.4,8.6,1.5,15.6,85.7,18,93,,,,
Lathom AGCM,2006-05-05,,,,,,,,,,372.5,8.7,1.7,15.7,89.9,20.1,89.5,,,,
Lathom AGCM,2006-05-06,,,,,,,,,,374,10.6,3.1,18.2,95.7,25.9,87.7,,,,
Lathom AGCM,2006-05-07,,,,,,,,,,375.4,8.7,2.4,15,99.9,28.1,82.5,,,,
Lathom AGCM,2006-05-08,,,,,,,,,,375.6,9.4,2.1,16.6,104.6,30.6,80.7,,,,
Lathom AGCM,2006-05-09,,,,,,,,,,376.5,9.1,2,16.1,109,33.3,75.4,,,,
Lathom AGCM,2006-05-10,,,,,,,,,,377.9,9.2,2.2,16.1,113.4,35.9,75.4,,,,
Lathom AGCM,2006-05-11,,,,,,,,,,378.7,9.1,1.4,16.8,117.8,38.9,73.7,,,,
Lathom AGCM,2006-05-12,,,,,,,,,,379.5,10.4,2.5,18.3,123.3,42.6,66.7,,,,
Lathom AGCM,2006-05-13,,,,,,,,,,381.4,10.7,3.2,18.3,129.1,46.9,64.9,,,,
Lathom AGCM,2006-05-14,,,,,,,,,,382.9,11.2,3.5,18.8,135.3,50.8,56.1,,,,
Lathom AGCM,2006-05-15,,,,,,,,,,384.4,11.2,3.8,18.5,141.5,54.8,54.4,,,,
Lathom AGCM,2006-05-16,,,,,,,,,,385.8,11.4,3.5,19.3,147.9,60.4,50.9,,,,
Lathom AGCM,2006-05-17,,,,,,,,,,386.6,12.1,4.7,19.6,155.1,66.7,47.4,,,,
Lathom AGCM,2006-05-18,,,,,,,,,,387.7,11.6,4.7,18.6,161.8,72.7,43.9,,,,
Lathom AGCM,2006-05-19,,,,,,,,,,389.2,11.7,4.1,19.4,168.5,79.3,40.4,,,,
Lathom AGCM,2006-05-20,,,,,,,,,,391,11.9,4.6,19.2,175.4,86.2,38.6,,,,
Lathom AGCM,2006-05-21,,,,,,,,,,392.5,12,4.7,19.2,182.4,94.6,35.1,,,,
Lathom AGCM,2006-05-22,,,,,,,,,,393.5,12.1,4.4,19.7,189.5,104,28.1,,,,
Lathom AGCM,2006-05-23,,,,,,,,,,394.6,12.6,5.3,20,197.1,113.5,22.8,,,,
Lathom AGCM,2006-05-24,,,,,,,,,,398.4,12.7,5.4,20,204.8,123.5,19.3,,,,
Lathom AGCM,2006-05-25,,,,,,,,,,400.2,13.1,6.1,20.1,212.9,134.3,15.8,,,,
Lathom AGCM,2006-05-26,,,,,,,,,,401.9,13.1,5.9,20.4,221,145.9,15.8,,,,
Lathom AGCM,2006-05-27,,,,,,,,,,403.1,13.3,6.2,20.3,229.3,157.7,14,,,,
Lathom AGCM,2006-05-28,,,,,,,,,,404.4,13,6,20,237.3,169.1,14,,,,
Lathom AGCM,2006-05-29,,,,,,,,,,406.3,13.5,6.5,20.5,245.9,181.4,14,,,,
Lathom AGCM,2006-05-30,,,,,,,,,,407,13.4,6.3,20.6,254.3,194.2,12.3,,,,
Lathom AGCM,2006-05-31,,,,,,,,,,408.2,13.4,6.1,20.6,262.7,206.8,10.5,,,,
Lathom AGCM,2006-06-01,,,,,,,,,,409.1,13.8,6.3,21.3,271.5,220.2,8.8,,,,
Lathom AGCM,2006-06-02,,,,,,,,,,411.8,14.4,7.1,21.7,280.9,234.7,7,,,,
Lathom AGCM,2006-06-03,,,,,,,,,,413.7,14.4,7.3,21.4,290.3,249.5,7,,,,
Lathom AGCM,2006-06-04,,,,,,,,,,414.9,14.9,7.5,22.2,300.2,265.1,3.5,,,,
Lathom AGCM,2006-06-05,,,,,,,,,,417.4,15.1,8,22.2,310.3,281.3,3.5,,,,
Lathom AGCM,2006-06-06,,,,,,,,,,420.8,13.9,7.4,20.4,319.2,295.7,3.5,,,,
Lathom AGCM,2006-06-07,,,,,,,,,,423.2,14.9,7.8,22.1,329.1,312,3.5,,,,
Lathom AGCM,2006-06-08,,,,,,,,,,426.8,14.3,7.6,20.9,338.4,327.3,3.5,,,,
Lathom AGCM,2006-06-09,,,,,,,,,,428.1,14.5,7.6,21.4,347.9,342.8,1.8,,,,
Lathom AGCM,2006-06-10,,,,,,,,,,429.6,14.4,7.7,21,357.3,358,1.8,,,,
Lathom AGCM,2006-06-11,,,,,,,,,,431.3,14.6,7.6,21.6,366.9,374,1.8,,,,
Lathom AGCM,2006-06-12,,,,,,,,,,433.6,14.8,7.8,21.8,376.7,390.3,1.8,,,,
Lathom AGCM,2006-06-13,,,,,,,,,,437,15.1,8.3,21.9,386.8,406.9,1.8,,,,
Lathom AGCM,2006-06-14,,,,,,,,,,439.7,14.9,8.1,21.7,396.7,423.3,0,,,,
Lathom AGCM,2006-06-15,,,,,,,,,,443.3,15.2,8.4,22,406.9,439.9,0,,,,
Lathom AGCM,2006-06-16,,,,,,,,,,445.2,15.5,8.6,22.3,417.4,456.9,0,,,,
Lathom AGCM,2006-06-17,,,,,,,,,,448.2,15.9,8.8,22.9,428.3,474.7,0,,,,
Lathom AGCM,2006-06-18,,,,,,,,,,450.5,15.7,8.7,22.7,439,492.1,0,,,,
Lathom AGCM,2006-06-19,,,,,,,,,,451.9,15.8,8.5,23,449.8,509.6,0,,,,
Lathom AGCM,2006-06-20,,,,,,,,,,452.7,15.6,8.5,22.6,460.4,526.9,0,,,,
Lathom AGCM,2006-06-21,,,,,,,,,,455.1,16.2,9.1,23.3,471.6,545,0,,,,
Lathom AGCM,2006-06-22,,,,,,,,,,457,16.2,9.4,23,482.8,563.1,0,,,,
Lathom AGCM,2006-06-23,,,,,,,,,,458.9,16.2,8.9,23.4,494,581.2,0,,,,
Lathom AGCM,2006-06-24,,,,,,,,,,461.2,16.2,9.3,23.1,505.2,599.2,0,,,,
Lathom AGCM,2006-06-25,,,,,,,,,,463.8,16.4,9,23.8,516.6,617.5,0,,,,
Lathom AGCM,2006-06-26,,,,,,,,,,465.9,16.6,9.2,24,528.2,635.9,0,,,,
Lathom AGCM,2006-06-27,,,,,,,,,,468.3,16.5,9.5,23.5,539.7,654.6,0,,,,
Lathom AGCM,2006-06-28,,,,,,,,,,470.3,16.7,9.5,23.9,551.4,673.4,0,,,,
Lathom AGCM,2006-06-29,,,,,,,,,,474.8,16.4,9.7,23,562.8,691.5,0,,,,
Lathom AGCM,2006-06-30,,,,,,,,,,477.1,16.5,9.6,23.4,574.3,709.8,0,,,,
Lathom AGCM,2006-07-01,,,,,,,,,,479.4,16.5,9.2,23.8,585.8,728.5,0,,,,
Lathom AGCM,2006-07-02,,,,,,,,,,482,16.8,9.6,24,597.6,747.6,0,,,,
Lathom AGCM,2006-07-03,,,,,,,,,,483.7,17,9.4,24.6,609.6,766.9,0,,,,
Lathom AGCM,2006-07-04,,,,,,,,,,484.9,17.5,10.2,24.8,622.1,786.7,0,,,,
Lathom AGCM,2006-07-05,,,,,,,,,,486.4,17.3,10.3,24.4,634.4,806.5,0,,,,
Lathom AGCM,2006-07-06,,,,,,,,,,488.2,17.4,10.1,24.8,646.8,826.3,0,,,,
Lathom AGCM,2006-07-07,,,,,,,,,,489.3,17.3,10,24.7,659.1,846.1,0,,,,
Lathom AGCM,2006-07-08,,,,,,,,,,490.9,18.4,10.4,26.4,672.5,866.9,0,,,,
Lathom AGCM,2006-07-09,,,,,,,,,,491.5,18.4,10.8,26,685.9,887.7,0,,,,
Lathom AGCM,2006-07-10,,,,,,,,,,493.2,17.9,10.9,24.9,698.8,908.2,0,,,,
Lathom AGCM,2006-07-11,,,,,,,,,,493.8,17.8,10.2,25.4,711.6,928.5,0,,,,
Lathom AGCM,2006-07-12,,,,,,,,,,495,18.2,10.4,26,724.8,949.1,0,,,,
Lathom AGCM,2006-07-13,,,,,,,,,,497.6,18,10.5,25.5,737.8,969.6,0,,,,
Lathom AGCM,2006-07-14,,,,,,,,,,498.6,18,10.3,25.7,750.8,989.9,0,,,,
Lathom AGCM,2006-07-15,,,,,,,,,,499.3,17.9,10.2,25.6,763.7,1010,0,,,,
Lathom AGCM,2006-07-16,,,,,,,,,,500.5,17.9,10.4,25.4,776.6,1030.3,0,,,,
Lathom AGCM,2006-07-17,,,,,,,,,,502,18,10.7,25.3,789.6,1050.7,0,,,,
Lathom AGCM,2006-07-18,,,,,,,,,,503.2,17.8,10.6,25,802.4,1070.9,0,,,,
Lathom AGCM,2006-07-19,,,,,,,,,,504.2,18,10.2,25.9,815.4,1091.2,0,,,,
Lathom AGCM,2006-07-20,,,,,,,,,,505.6,18.5,10.4,26.7,828.9,1112.1,0,,,,
Lathom AGCM,2006-07-21,,,,,,,,,,506.5,18.7,10.7,26.8,842.6,1133.1,0,,,,
Lathom AGCM,2006-07-22,,,,,,,,,,506.8,18.9,10.9,26.9,856.5,1154.5,0,,,,
Lathom AGCM,2006-07-23,,,,,,,,,,508.5,18.8,10.8,26.8,870.3,1175.7,0,,,,
Lathom AGCM,2006-07-24,,,,,,,,,,510.4,18.7,11,26.4,884,1197,0,,,,
Lathom AGCM,2006-07-25,,,,,,,,,,511.2,18.3,10.9,25.7,897.3,1217.8,0,,,,
Lathom AGCM,2006-07-26,,,,,,,,,,512.2,18.7,10.5,26.8,911,1238.8,0,,,,
Lathom AGCM,2006-07-27,,,,,,,,,,512.8,19.1,11,27.3,925.1,1260.3,0,,,,
Lathom AGCM,2006-07-28,,,,,,,,,,513.7,19.3,11.3,27.4,939.4,1282.2,0,,,,
